time,Filename,abs_time,Tube,ToD,Day,Actinic_par,OD680,OD720
240,20250128_B2201_MCMIX004_567_156,2025-01-22T06:00:00Z,5,21,10,0.4999,0.09012,0.06403
241,20250128_B2201_MCMIX004_567_156,2025-01-22T06:06:00Z,5,22,10,11.501,0.10095,0.06487
242,20250128_B2201_MCMIX004_567_156,2025-01-22T06:12:00Z,5,23,10,44.5021,0.09894,0.06605
243,20250128_B2201_MCMIX004_567_156,2025-01-22T06:18:00Z,5,0,10,89.5026,0.09713,0.06487
245,20250128_B2201_MCMIX004_567_156,2025-01-22T06:30:00Z,5,2,10,167.5001,0.10572,0.06911
246,20250128_B2201_MCMIX004_567_156,2025-01-22T06:36:00Z,5,3,10,179.5001,0.11961,0.07597
247,20250128_B2201_MCMIX004_567_156,2025-01-22T06:42:00Z,5,4,10,168.499,0.11714,0.08119
248,20250128_B2201_MCMIX004_567_156,2025-01-22T06:48:00Z,5,5,10,135.4979,0.11866,0.08488
249,20250128_B2201_MCMIX004_567_156,2025-01-22T06:54:00Z,5,6,10,90.4974,0.12576,0.08772
250,20250128_B2201_MCMIX004_567_156,2025-01-22T07:00:00Z,5,7,10,45.4997,0.11374,0.08523
251,20250128_B2201_MCMIX004_567_156,2025-01-22T07:06:00Z,5,8,10,12.4999,0.10813,0.08119
252,20250128_B2201_MCMIX004_567_156,2025-01-22T07:12:00Z,5,9,10,0.4999,0.10388,0.07511
253,20250128_B2201_MCMIX004_567_156,2025-01-22T07:18:00Z,5,10,11,0.4999,0.09406,0.07098
254,20250128_B2201_MCMIX004_567_156,2025-01-22T07:24:00Z,5,11,11,0.4999,0.0928,0.06826
255,20250128_B2201_MCMIX004_567_156,2025-01-22T07:30:00Z,5,12,11,0.4999,0.08657,0.06235
256,20250128_B2201_MCMIX004_567_156,2025-01-22T07:36:00Z,5,13,11,0.4999,0.08323,0.06168
257,20250128_B2201_MCMIX004_567_156,2025-01-22T07:42:00Z,5,14,11,0.4999,0.07938,0.05884
258,20250128_B2201_MCMIX004_567_156,2025-01-22T07:48:00Z,5,15,11,0.4999,0.07317,0.05339
260,20250128_B2201_MCMIX004_567_156,2025-01-22T08:00:00Z,5,17,11,0.4999,0.06959,0.04963
261,20250128_B2201_MCMIX004_567_156,2025-01-22T08:06:00Z,5,18,11,0.4999,0.0662,0.04736
262,20250128_B2201_MCMIX004_567_156,2025-01-22T08:12:00Z,5,19,11,0.4999,0.06334,0.04445
263,20250128_B2201_MCMIX004_567_156,2025-01-22T08:18:00Z,5,20,11,0.4999,0.06435,0.04671
264,20250128_B2201_MCMIX004_567_156,2025-01-22T08:24:00Z,5,21,11,0.4999,0.06284,0.04445
265,20250128_B2201_MCMIX004_567_156,2025-01-22T08:30:00Z,5,22,11,11.501,0.05801,0.04189
266,20250128_B2201_MCMIX004_567_156,2025-01-22T08:36:00Z,5,23,11,44.5021,0.05752,0.04157
267,20250128_B2201_MCMIX004_567_156,2025-01-22T08:42:00Z,5,0,11,89.5026,0.05472,0.0387
268,20250128_B2201_MCMIX004_567_156,2025-01-22T08:48:00Z,5,1,11,134.5003,0.05801,0.04093
269,20250128_B2201_MCMIX004_567_156,2025-01-22T08:54:00Z,5,2,11,167.5001,0.05603,0.03949
270,20250128_B2201_MCMIX004_567_156,2025-01-22T09:00:00Z,5,3,11,179.5001,0.05521,0.03981
271,20250128_B2201_MCMIX004_567_156,2025-01-22T09:06:00Z,5,4,11,168.499,0.05702,0.04173
272,20250128_B2201_MCMIX004_567_156,2025-01-22T09:12:00Z,5,5,11,135.4979,0.0605,0.03822
273,20250128_B2201_MCMIX004_567_156,2025-01-22T09:18:00Z,5,6,11,90.4974,0.05719,0.04045
274,20250128_B2201_MCMIX004_567_156,2025-01-22T09:24:00Z,5,7,11,45.4997,0.05917,0.04157
275,20250128_B2201_MCMIX004_567_156,2025-01-22T09:30:00Z,5,8,11,12.4999,0.05917,0.04061
276,20250128_B2201_MCMIX004_567_156,2025-01-22T09:36:00Z,5,9,12,0.4999,0.0595,0.03997
277,20250128_B2201_MCMIX004_567_156,2025-01-22T09:42:00Z,5,10,12,0.4999,0.05884,0.04125
278,20250128_B2201_MCMIX004_567_156,2025-01-22T09:48:00Z,5,11,12,0.4999,0.05851,0.04013
279,20250128_B2201_MCMIX004_567_156,2025-01-22T09:54:00Z,5,12,12,0.4999,0.06034,0.04109
280,20250128_B2201_MCMIX004_567_156,2025-01-22T10:00:00Z,5,13,12,0.4999,0.05851,0.03759
282,20250128_B2201_MCMIX004_567_156,2025-01-22T10:12:00Z,5,15,12,0.4999,0.05801,0.03538
283,20250128_B2201_MCMIX004_567_156,2025-01-22T10:18:00Z,5,16,12,0.4999,0.05851,0.03934
284,20250128_B2201_MCMIX004_567_156,2025-01-22T10:24:00Z,5,17,12,0.4999,0.0605,0.04045
285,20250128_B2201_MCMIX004_567_156,2025-01-22T10:30:00Z,5,18,12,0.4999,0.06034,0.04157
287,20250128_B2201_MCMIX004_567_156,2025-01-22T10:42:00Z,5,20,12,0.4999,0.061,0.04125
288,20250128_B2201_MCMIX004_567_156,2025-01-22T10:48:00Z,5,21,12,0.4999,0.0625,0.04253
289,20250128_B2201_MCMIX004_567_156,2025-01-22T10:54:00Z,5,22,12,11.501,0.06167,0.04157
290,20250128_B2201_MCMIX004_567_156,2025-01-22T11:00:00Z,5,23,12,44.5021,0.06134,0.04125
291,20250128_B2201_MCMIX004_567_156,2025-01-22T11:06:00Z,5,0,12,89.5026,0.073,0.04898
294,20250128_B2201_MCMIX004_567_156,2025-01-22T11:24:00Z,5,3,12,179.5001,0.16164,0.1156
295,20250128_B2201_MCMIX004_567_156,2025-01-22T11:30:00Z,5,4,12,168.499,0.18406,0.12325
296,20250128_B2201_MCMIX004_567_156,2025-01-22T11:36:00Z,5,5,12,135.4979,0.17551,0.1281
297,20250128_B2201_MCMIX004_567_156,2025-01-22T11:42:00Z,5,6,12,90.4974,0.17034,0.12751
298,20250128_B2201_MCMIX004_567_156,2025-01-22T11:48:00Z,5,7,12,45.4997,0.17812,0.13636
299,20250128_B2201_MCMIX004_567_156,2025-01-22T11:54:00Z,5,8,12,12.4999,0.17034,0.13103
300,20250128_B2201_MCMIX004_567_156,2025-01-22T12:00:00Z,5,9,12,0.4999,0.16948,0.13339
301,20250128_B2201_MCMIX004_567_156,2025-01-22T12:06:00Z,5,10,13,0.4999,0.17227,0.12868
302,20250128_B2201_MCMIX004_567_156,2025-01-22T12:12:00Z,5,11,13,0.4999,0.17987,0.12927
303,20250128_B2201_MCMIX004_567_156,2025-01-22T12:18:00Z,5,12,13,0.4999,0.17206,0.13597
304,20250128_B2201_MCMIX004_567_156,2025-01-22T12:24:00Z,5,13,13,0.4999,0.16969,0.12325
305,20250128_B2201_MCMIX004_567_156,2025-01-22T12:30:00Z,5,14,13,0.4999,0.1682,0.12751
306,20250128_B2201_MCMIX004_567_156,2025-01-22T12:36:00Z,5,15,13,0.4999,0.16543,0.11826
307,20250128_B2201_MCMIX004_567_156,2025-01-22T12:42:00Z,5,16,13,0.4999,0.16565,0.1219
308,20250128_B2201_MCMIX004_567_156,2025-01-22T12:48:00Z,5,17,13,0.4999,0.16671,0.11541
309,20250128_B2201_MCMIX004_567_156,2025-01-22T12:54:00Z,5,18,13,0.4999,0.1608,0.12421
310,20250128_B2201_MCMIX004_567_156,2025-01-22T13:00:00Z,5,19,13,0.4999,0.17769,0.13083
311,20250128_B2201_MCMIX004_567_156,2025-01-22T13:06:00Z,5,20,13,0.4999,0.15829,0.11712
312,20250128_B2201_MCMIX004_567_156,2025-01-22T13:12:00Z,5,21,13,0.4999,0.15912,0.12152
313,20250128_B2201_MCMIX004_567_156,2025-01-22T13:18:00Z,5,22,13,11.501,0.16353,0.11428
314,20250128_B2201_MCMIX004_567_156,2025-01-22T13:24:00Z,5,23,13,44.5021,0.16459,0.11183
316,20250128_B2201_MCMIX004_567_156,2025-01-22T13:36:00Z,5,1,13,134.5003,0.17163,0.12325
317,20250128_B2201_MCMIX004_567_156,2025-01-22T13:42:00Z,5,2,13,167.5001,0.17551,0.12499
318,20250128_B2201_MCMIX004_567_156,2025-01-22T13:48:00Z,5,3,13,179.5001,0.17922,0.13916
319,20250128_B2201_MCMIX004_567_156,2025-01-22T13:54:00Z,5,4,13,168.499,0.17987,0.13241
320,20250128_B2201_MCMIX004_567_156,2025-01-22T14:00:00Z,5,5,13,135.4979,0.18494,0.14622
321,20250128_B2201_MCMIX004_567_156,2025-01-22T14:06:00Z,5,6,13,90.4974,0.18895,0.14419
322,20250128_B2201_MCMIX004_567_156,2025-01-22T14:12:00Z,5,7,13,45.4997,0.18295,0.14439
323,20250128_B2201_MCMIX004_567_156,2025-01-22T14:18:00Z,5,8,13,12.4999,0.2049,0.15174
324,20250128_B2201_MCMIX004_567_156,2025-01-22T14:24:00Z,5,9,14,0.4999,0.18828,0.15298
325,20250128_B2201_MCMIX004_567_156,2025-01-22T14:30:00Z,5,10,14,0.4999,0.18428,0.14887
326,20250128_B2201_MCMIX004_567_156,2025-01-22T14:36:00Z,5,11,14,0.4999,0.18716,0.14723
327,20250128_B2201_MCMIX004_567_156,2025-01-22T14:42:00Z,5,12,14,0.4999,0.18539,0.14398
328,20250128_B2201_MCMIX004_567_156,2025-01-22T14:48:00Z,5,13,14,0.4999,0.1885,0.15071
330,20250128_B2201_MCMIX004_567_156,2025-01-22T15:00:00Z,5,15,14,0.4999,0.18739,0.1452
331,20250128_B2201_MCMIX004_567_156,2025-01-22T15:06:00Z,5,16,14,0.4999,0.19119,0.14116
332,20250128_B2201_MCMIX004_567_156,2025-01-22T15:12:00Z,5,17,14,0.4999,0.18694,0.14096
333,20250128_B2201_MCMIX004_567_156,2025-01-22T15:18:00Z,5,18,14,0.4999,0.19142,0.14217
334,20250128_B2201_MCMIX004_567_156,2025-01-22T15:24:00Z,5,19,14,0.4999,0.18605,0.14036
335,20250128_B2201_MCMIX004_567_156,2025-01-22T15:30:00Z,5,20,14,0.4999,0.18895,0.14358
336,20250128_B2201_MCMIX004_567_156,2025-01-22T15:36:00Z,5,21,14,0.4999,0.18716,0.14036
337,20250128_B2201_MCMIX004_567_156,2025-01-22T15:42:00Z,5,22,14,11.501,0.18627,0.13676
338,20250128_B2201_MCMIX004_567_156,2025-01-22T15:48:00Z,5,23,14,44.5021,0.18828,0.13876
339,20250128_B2201_MCMIX004_567_156,2025-01-22T15:54:00Z,5,0,14,89.5026,0.19255,0.14277
340,20250128_B2201_MCMIX004_567_156,2025-01-22T16:00:00Z,5,1,14,134.5003,0.19594,0.14662
341,20250128_B2201_MCMIX004_567_156,2025-01-22T16:06:00Z,5,2,14,167.5001,0.20374,0.15153
342,20250128_B2201_MCMIX004_567_156,2025-01-22T16:12:00Z,5,3,14,179.5001,0.21643,0.16237
343,20250128_B2201_MCMIX004_567_156,2025-01-22T16:18:00Z,5,4,14,168.499,0.21595,0.16725
344,20250128_B2201_MCMIX004_567_156,2025-01-22T16:24:00Z,5,5,14,135.4979,0.22656,0.17653
345,20250128_B2201_MCMIX004_567_156,2025-01-22T16:30:00Z,5,6,14,90.4974,0.22753,0.17784
346,20250128_B2201_MCMIX004_567_156,2025-01-22T16:36:00Z,5,7,14,45.4997,0.22753,0.17981
347,20250128_B2201_MCMIX004_567_156,2025-01-22T16:42:00Z,5,8,14,12.4999,0.21524,0.1724
348,20250128_B2201_MCMIX004_567_156,2025-01-22T16:48:00Z,5,9,14,0.4999,0.21691,0.17609
349,20250128_B2201_MCMIX004_567_156,2025-01-22T16:54:00Z,5,10,15,0.4999,0.20537,0.16385
350,20250128_B2201_MCMIX004_567_156,2025-01-22T17:00:00Z,5,11,15,0.4999,0.20259,0.16132
351,20250128_B2201_MCMIX004_567_156,2025-01-22T17:06:00Z,5,12,15,0.4999,0.19983,0.15754
352,20250128_B2201_MCMIX004_567_156,2025-01-22T17:12:00Z,5,13,15,0.4999,0.19685,0.15546
353,20250128_B2201_MCMIX004_567_156,2025-01-22T17:18:00Z,5,14,15,0.4999,0.19368,0.14866
354,20250128_B2201_MCMIX004_567_156,2025-01-22T17:24:00Z,5,15,15,0.4999,0.1939,0.14907
355,20250128_B2201_MCMIX004_567_156,2025-01-22T17:30:00Z,5,16,15,0.4999,0.18207,0.14479
356,20250128_B2201_MCMIX004_567_156,2025-01-22T17:36:00Z,5,17,15,0.4999,0.18472,0.13936
358,20250128_B2201_MCMIX004_567_156,2025-01-22T17:48:00Z,5,19,15,0.4999,0.18895,0.14237
359,20250128_B2201_MCMIX004_567_156,2025-01-22T17:54:00Z,5,20,15,0.4999,0.18361,0.14136
360,20250128_B2201_MCMIX004_567_156,2025-01-22T18:00:00Z,5,21,15,0.4999,0.20421,0.13816
361,20250128_B2201_MCMIX004_567_156,2025-01-22T18:06:00Z,5,22,15,11.501,0.18119,0.14297
362,20250128_B2201_MCMIX004_567_156,2025-01-22T18:12:00Z,5,23,15,44.5021,0.18031,0.13577
363,20250128_B2201_MCMIX004_567_156,2025-01-22T18:18:00Z,5,0,15,89.5026,0.18516,0.14217
364,20250128_B2201_MCMIX004_567_156,2025-01-22T18:24:00Z,5,1,15,134.5003,0.20051,0.14459
365,20250128_B2201_MCMIX004_567_156,2025-01-22T18:30:00Z,5,2,15,167.5001,0.19594,0.15277
366,20250128_B2201_MCMIX004_567_156,2025-01-22T18:36:00Z,5,3,15,179.5001,0.2063,0.15943
367,20250128_B2201_MCMIX004_567_156,2025-01-22T18:42:00Z,5,4,15,168.499,0.21027,0.1664
368,20250128_B2201_MCMIX004_567_156,2025-01-22T18:48:00Z,5,5,15,135.4979,0.2181,0.17414
371,20250128_B2201_MCMIX004_567_156,2025-01-22T19:06:00Z,5,8,15,12.4999,0.25478,0.18712
372,20250128_B2201_MCMIX004_567_156,2025-01-22T19:12:00Z,5,9,16,0.4999,0.22925,0.18179
373,20250128_B2201_MCMIX004_567_156,2025-01-22T19:18:00Z,5,10,16,0.4999,0.22607,0.18003
374,20250128_B2201_MCMIX004_567_156,2025-01-22T19:24:00Z,5,11,16,0.4999,0.2251,0.17937
376,20250128_B2201_MCMIX004_567_156,2025-01-22T19:36:00Z,5,13,16,0.4999,0.20328,0.16896
377,20250128_B2201_MCMIX004_567_156,2025-01-22T19:42:00Z,5,14,16,0.4999,0.20653,0.16619
378,20250128_B2201_MCMIX004_567_156,2025-01-22T19:48:00Z,5,15,16,0.4999,0.19799,0.15775
379,20250128_B2201_MCMIX004_567_156,2025-01-22T19:54:00Z,5,16,16,0.4999,0.19164,0.1503
380,20250128_B2201_MCMIX004_567_156,2025-01-22T20:00:00Z,5,17,16,0.4999,0.19187,0.15401
381,20250128_B2201_MCMIX004_567_156,2025-01-22T20:06:00Z,5,18,16,0.4999,0.21882,0.14439
383,20250128_B2201_MCMIX004_567_156,2025-01-22T20:18:00Z,5,20,16,0.4999,0.18739,0.14642
384,20250128_B2201_MCMIX004_567_156,2025-01-22T20:24:00Z,5,21,16,0.4999,0.18251,0.14581
385,20250128_B2201_MCMIX004_567_156,2025-01-22T20:30:00Z,5,22,16,11.501,0.17987,0.13956
386,20250128_B2201_MCMIX004_567_156,2025-01-22T20:36:00Z,5,23,16,44.5021,0.17595,0.13736
387,20250128_B2201_MCMIX004_567_156,2025-01-22T20:42:00Z,5,0,16,89.5026,0.17421,0.13636
388,20250128_B2201_MCMIX004_567_156,2025-01-22T20:48:00Z,5,1,16,134.5003,0.18339,0.14217
389,20250128_B2201_MCMIX004_567_156,2025-01-22T20:54:00Z,5,2,16,167.5001,0.18339,0.14479
390,20250128_B2201_MCMIX004_567_156,2025-01-22T21:00:00Z,5,3,16,179.5001,0.18917,0.15092
391,20250128_B2201_MCMIX004_567_156,2025-01-22T21:06:00Z,5,4,16,168.499,0.24019,0.19433
392,20250128_B2201_MCMIX004_567_156,2025-01-22T21:12:00Z,5,5,16,135.4979,0.22925,0.18511
393,20250128_B2201_MCMIX004_567_156,2025-01-22T21:18:00Z,5,6,16,90.4974,0.21714,0.17631
394,20250128_B2201_MCMIX004_567_156,2025-01-22T21:24:00Z,5,7,16,45.4997,0.20074,0.1647
395,20250128_B2201_MCMIX004_567_156,2025-01-22T21:30:00Z,5,8,16,12.4999,0.19594,0.16111
396,20250128_B2201_MCMIX004_567_156,2025-01-22T21:36:00Z,5,9,16,0.4999,0.20213,0.16832
397,20250128_B2201_MCMIX004_567_156,2025-01-22T21:42:00Z,5,10,17,0.4999,0.18761,0.17435
398,20250128_B2201_MCMIX004_567_156,2025-01-22T21:48:00Z,5,11,17,0.4999,0.18163,0.14846
399,20250128_B2201_MCMIX004_567_156,2025-01-22T21:54:00Z,5,12,17,0.4999,0.18207,0.14744
401,20250128_B2201_MCMIX004_567_156,2025-01-22T22:06:00Z,5,14,17,0.4999,0.18339,0.14969
402,20250128_B2201_MCMIX004_567_156,2025-01-22T22:12:00Z,5,15,17,0.4999,0.18075,0.14358
403,20250128_B2201_MCMIX004_567_156,2025-01-22T22:18:00Z,5,16,17,0.4999,0.18828,0.14459
404,20250128_B2201_MCMIX004_567_156,2025-01-22T22:24:00Z,5,17,17,0.4999,0.19708,0.15671
405,20250128_B2201_MCMIX004_567_156,2025-01-22T22:30:00Z,5,18,17,0.4999,0.17638,0.14156
406,20250128_B2201_MCMIX004_567_156,2025-01-22T22:36:00Z,5,19,17,0.4999,0.1766,0.14016
407,20250128_B2201_MCMIX004_567_156,2025-01-22T22:42:00Z,5,20,17,0.4999,0.20351,0.1609
408,20250128_B2201_MCMIX004_567_156,2025-01-22T22:48:00Z,5,21,17,0.4999,0.19868,0.15112
410,20250128_B2201_MCMIX004_567_156,2025-01-22T23:00:00Z,5,23,17,44.5021,0.20351,0.15195
411,20250128_B2201_MCMIX004_567_156,2025-01-22T23:06:00Z,5,0,17,89.5026,0.19777,0.15629
412,20250128_B2201_MCMIX004_567_156,2025-01-22T23:12:00Z,5,1,17,134.5003,0.21239,0.16982
413,20250128_B2201_MCMIX004_567_156,2025-01-22T23:18:00Z,5,2,17,167.5001,0.20887,0.16027
155,20250128_B2201_MCMIX004_567_156,2025-01-21T21:30:00Z,6,8,6,12.4999,0.03713,0.0307
156,20250128_B2201_MCMIX004_567_156,2025-01-21T21:36:00Z,6,9,6,0.4999,0.0354,0.02576
157,20250128_B2201_MCMIX004_567_156,2025-01-21T21:42:00Z,6,10,7,0.4999,0.0343,0.02776
158,20250128_B2201_MCMIX004_567_156,2025-01-21T21:48:00Z,6,11,7,0.4999,0.03196,0.02622
159,20250128_B2201_MCMIX004_567_156,2025-01-21T21:54:00Z,6,12,7,0.4999,0.03165,0.0253
160,20250128_B2201_MCMIX004_567_156,2025-01-21T22:00:00Z,6,13,7,0.4999,0.03072,0.02561
162,20250128_B2201_MCMIX004_567_156,2025-01-21T22:12:00Z,6,15,7,0.4999,0.03025,0.02745
163,20250128_B2201_MCMIX004_567_156,2025-01-21T22:18:00Z,6,16,7,0.4999,0.02932,0.02637
164,20250128_B2201_MCMIX004_567_156,2025-01-21T22:24:00Z,6,17,7,0.4999,0.02747,0.02453
166,20250128_B2201_MCMIX004_567_156,2025-01-21T22:36:00Z,6,19,7,0.4999,0.02287,0.01921
167,20250128_B2201_MCMIX004_567_156,2025-01-21T22:42:00Z,6,20,7,0.4999,0.0247,0.02194
