time,Filename,abs_time,Tube,ToD,Day,Actinic_par,OD680,OD720
123,20250128_B2201_MCMIX004_123_0,2025-01-21T18:18:00Z,3,9,5,59.5026,0.10741,0.06244
124,20250128_B2201_MCMIX004_123_0,2025-01-21T18:24:00Z,3,10,5,89.5074,0.113,0.10703
125,20250128_B2201_MCMIX004_123_0,2025-01-21T18:30:00Z,3,11,5,111.5018,0.11507,0.06812
126,20250128_B2201_MCMIX004_123_0,2025-01-21T18:36:00Z,3,12,5,119.5003,0.12038,0.07151
130,20250128_B2201_MCMIX004_123_0,2025-01-21T19:00:00Z,3,16,5,30.4926,0.1425,0.08688
131,20250128_B2201_MCMIX004_123_0,2025-01-21T19:06:00Z,3,17,5,8.4982,0.1429,0.090939999999999993
132,20250128_B2201_MCMIX004_123_0,2025-01-21T19:12:00Z,3,18,6,0.4997,0.1435,0.08705
133,20250128_B2201_MCMIX004_123_0,2025-01-21T19:18:00Z,3,19,6,0.4997,0.1421,0.08793
135,20250128_B2201_MCMIX004_123_0,2025-01-21T19:30:00Z,3,21,6,0.4997,0.1407,0.08582
136,20250128_B2201_MCMIX004_123_0,2025-01-21T19:36:00Z,3,22,6,0.4997,0.1381,0.08705
137,20250128_B2201_MCMIX004_123_0,2025-01-21T19:42:00Z,3,23,6,0.4997,0.1407,0.0846
138,20250128_B2201_MCMIX004_123_0,2025-01-21T19:48:00Z,3,0,6,0.4997,0.1399,0.08688
139,20250128_B2201_MCMIX004_123_0,2025-01-21T19:54:00Z,3,1,6,0.4997,0.1383,0.08758
141,20250128_B2201_MCMIX004_123_0,2025-01-21T20:06:00Z,3,3,6,0.4997,0.13434,0.08512
142,20250128_B2201_MCMIX004_123_0,2025-01-21T20:12:00Z,3,4,6,0.4997,0.13791,0.08303
143,20250128_B2201_MCMIX004_123_0,2025-01-21T20:18:00Z,3,5,6,0.4997,0.1405,0.08618
144,20250128_B2201_MCMIX004_123_0,2025-01-21T20:24:00Z,3,6,6,0.4997,0.1421,0.0839
145,20250128_B2201_MCMIX004_123_0,2025-01-21T20:30:00Z,3,7,6,7.5017,0.1413,0.08495
146,20250128_B2201_MCMIX004_123_0,2025-01-21T20:36:00Z,3,8,6,29.5026,0.14391,0.08582
147,20250128_B2201_MCMIX004_123_0,2025-01-21T20:42:00Z,3,9,6,59.5026,0.14734,0.090939999999999993
148,20250128_B2201_MCMIX004_123_0,2025-01-21T20:48:00Z,3,10,6,89.5074,0.15245,0.09059
149,20250128_B2201_MCMIX004_123_0,2025-01-21T20:54:00Z,3,11,6,111.5018,0.15101,0.08917
150,20250128_B2201_MCMIX004_123_0,2025-01-21T21:00:00Z,3,12,6,89.5009,0.15224,0.09451
151,20250128_B2201_MCMIX004_123_0,2025-01-21T21:06:00Z,3,13,6,84.4998,0.15534,0.10722
152,20250128_B2201_MCMIX004_123_0,2025-01-21T21:12:00Z,3,14,6,68.4957,0.15762,0.09738
154,20250128_B2201_MCMIX004_123_0,2025-01-21T21:24:00Z,3,16,6,22.5,0.16623,0.10336
155,20250128_B2201_MCMIX004_123_0,2025-01-21T21:30:00Z,3,17,6,6.4984,0.16793,0.10227
156,20250128_B2201_MCMIX004_123_0,2025-01-21T21:36:00Z,3,18,6,0.4991,0.16474,0.10282
157,20250128_B2201_MCMIX004_123_0,2025-01-21T21:42:00Z,3,19,7,0.4991,0.16878,0.10574
158,20250128_B2201_MCMIX004_123_0,2025-01-21T21:48:00Z,3,20,7,0.4991,0.16686,0.10263
159,20250128_B2201_MCMIX004_123_0,2025-01-21T21:54:00Z,3,21,7,0.4991,0.16559,0.10391
160,20250128_B2201_MCMIX004_123_0,2025-01-21T22:00:00Z,3,22,7,0.4991,0.16517,0.10355
161,20250128_B2201_MCMIX004_123_0,2025-01-21T22:06:00Z,3,23,7,0.4991,0.1658,0.10593
162,20250128_B2201_MCMIX004_123_0,2025-01-21T22:12:00Z,3,0,7,0.4991,0.16771,0.10556
163,20250128_B2201_MCMIX004_123_0,2025-01-21T22:18:00Z,3,1,7,0.4991,0.16686,0.10538
166,20250128_B2201_MCMIX004_123_0,2025-01-21T22:36:00Z,3,4,7,0.4991,0.16601,0.10409
167,20250128_B2201_MCMIX004_123_0,2025-01-21T22:42:00Z,3,5,7,0.4991,0.16264,0.10318
168,20250128_B2201_MCMIX004_123_0,2025-01-21T22:48:00Z,3,6,7,0.4991,0.16538,0.103
169,20250128_B2201_MCMIX004_123_0,2025-01-21T22:54:00Z,3,7,7,5.5002,0.16538,0.103
170,20250128_B2201_MCMIX004_123_0,2025-01-21T23:00:00Z,3,8,7,22.5,0.16453,0.09936
171,20250128_B2201_MCMIX004_123_0,2025-01-21T23:06:00Z,3,9,7,44.5026,0.16644,0.10154
172,20250128_B2201_MCMIX004_123_0,2025-01-21T23:12:00Z,3,10,7,67.5,0.1707,0.09955
173,20250128_B2201_MCMIX004_123_0,2025-01-21T23:18:00Z,3,11,7,83.5016,0.17436,0.09973
174,20250128_B2201_MCMIX004_123_0,2025-01-21T23:24:00Z,3,12,7,89.9935,0.17436,0.10758
175,20250128_B2201_MCMIX004_123_0,2025-01-21T23:30:00Z,3,13,7,84.4998,0.17522,0.10851
176,20250128_B2201_MCMIX004_123_0,2025-01-21T23:36:00Z,3,14,7,68.4957,0.18089,0.11484
177,20250128_B2201_MCMIX004_123_0,2025-01-21T23:42:00Z,3,15,7,45.4974,0.17006,0.10556
178,20250128_B2201_MCMIX004_123_0,2025-01-21T23:48:00Z,3,16,7,22.5,0.18441,0.11804
179,20250128_B2201_MCMIX004_123_0,2025-01-21T23:54:00Z,3,17,7,6.4984,0.18596,0.11634
180,20250128_B2201_MCMIX004_123_0,2025-01-22T00:00:00Z,3,18,8,0.4991,0.17914,0.11409
181,20250128_B2201_MCMIX004_123_0,2025-01-22T00:06:00Z,3,19,8,0.4991,0.17783,0.11484
182,20250128_B2201_MCMIX004_123_0,2025-01-22T00:12:00Z,3,20,8,0.4991,0.18133,0.11222
183,20250128_B2201_MCMIX004_123_0,2025-01-22T00:18:00Z,3,21,8,0.4991,0.18221,0.11315
185,20250128_B2201_MCMIX004_123_0,2025-01-22T00:30:00Z,3,23,8,0.4991,0.18155,0.11185
186,20250128_B2201_MCMIX004_123_0,2025-01-22T00:36:00Z,3,0,8,0.4991,0.1787,0.10925
187,20250128_B2201_MCMIX004_123_0,2025-01-22T00:42:00Z,3,1,8,0.4991,0.17739,0.1098
188,20250128_B2201_MCMIX004_123_0,2025-01-22T00:48:00Z,3,2,8,0.4991,0.17761,0.10777
189,20250128_B2201_MCMIX004_123_0,2025-01-22T00:54:00Z,3,3,8,0.4991,0.17653,0.10851
190,20250128_B2201_MCMIX004_123_0,2025-01-22T01:00:00Z,3,4,8,0.4991,0.17653,0.10574
192,20250128_B2201_MCMIX004_123_0,2025-01-22T01:12:00Z,3,6,8,0.4991,0.21487,0.10758
193,20250128_B2201_MCMIX004_123_0,2025-01-22T01:18:00Z,3,7,8,5.5002,0.17393,0.10373
194,20250128_B2201_MCMIX004_123_0,2025-01-22T01:24:00Z,3,8,8,22.5,0.17285,0.10263
195,20250128_B2201_MCMIX004_123_0,2025-01-22T01:30:00Z,3,9,8,44.5026,0.17653,0.10795
196,20250128_B2201_MCMIX004_123_0,2025-01-22T01:36:00Z,3,10,8,67.5,0.17848,0.10777
198,20250128_B2201_MCMIX004_123_0,2025-01-22T01:48:00Z,3,12,8,89.5009,0.18353,0.11129
199,20250128_B2201_MCMIX004_123_0,2025-01-22T01:54:00Z,3,13,8,84.4998,0.18975,0.11484
